flight_id,departure_city,arrival_city,scheduled_departure,model,duration_mm,passengers,profit_total_amount, profit_per_km , passenger_percent 
136511,Анапа,Новокузнецк,2017-02-21T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136513,Анапа,Новокузнецк,2017-02-28T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136514,Анапа,Новокузнецк,2017-02-07T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136523,Анапа,Новокузнецк,2017-01-10T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136540,Анапа,Новокузнецк,2017-01-17T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136544,Анапа,Новокузнецк,2017-01-31T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136546,Анапа,Новокузнецк,2017-01-03T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136560,Анапа,Новокузнецк,2017-01-24T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136567,Анапа,Новокузнецк,2017-02-14T06:10:00Z,Boeing 737-300,305.0,0,,0,0E-20
136609,Анапа,Белгород,2017-01-08T09:25:00Z,Sukhoi Superjet-100,50.0,81,639300.00,1014.7619047619047619,83.50515463917525773200
136620,Анапа,Белгород,2017-02-17T09:25:00Z,Sukhoi Superjet-100,50.0,79,613500.00,973.8095238095238095,81.44329896907216494800
136642,Анапа,Белгород,2017-01-30T09:25:00Z,Sukhoi Superjet-100,50.0,64,531000.00,842.8571428571428571,65.97938144329896907200
136645,Анапа,Белгород,2017-01-05T09:25:00Z,Sukhoi Superjet-100,50.0,82,633000.00,1004.7619047619047619,84.53608247422680412400
136660,Анапа,Белгород,2017-02-20T09:25:00Z,Sukhoi Superjet-100,50.0,87,677100.00,1074.7619047619047619,89.69072164948453608200
136666,Анапа,Белгород,2017-02-09T09:25:00Z,Sukhoi Superjet-100,50.0,87,664500.00,1054.7619047619047619,89.69072164948453608200
136678,Анапа,Белгород,2017-01-28T09:25:00Z,Sukhoi Superjet-100,50.0,80,631200.00,1001.9047619047619048,82.47422680412371134000
136709,Анапа,Белгород,2017-01-15T09:25:00Z,Sukhoi Superjet-100,50.0,87,689700.00,1094.7619047619047619,89.69072164948453608200
136729,Анапа,Белгород,2017-01-29T09:25:00Z,Sukhoi Superjet-100,50.0,88,695400.00,1103.8095238095238095,90.72164948453608247400
136767,Анапа,Белгород,2017-01-23T09:25:00Z,Sukhoi Superjet-100,50.0,83,651300.00,1033.8095238095238095,85.56701030927835051500
136769,Анапа,Белгород,2017-02-10T09:25:00Z,Sukhoi Superjet-100,50.0,88,696000.00,1104.7619047619047619,90.72164948453608247400
136807,Анапа,Белгород,2017-02-23T09:25:00Z,Sukhoi Superjet-100,50.0,68,531000.00,842.8571428571428571,70.10309278350515463900
136823,Анапа,Белгород,2017-02-05T09:25:00Z,Sukhoi Superjet-100,50.0,78,620400.00,984.7619047619047619,80.41237113402061855700
136838,Анапа,Белгород,2017-01-24T09:25:00Z,Sukhoi Superjet-100,50.0,86,670200.00,1063.8095238095238095,88.65979381443298969100
136844,Анапа,Белгород,2017-02-28T09:25:00Z,Sukhoi Superjet-100,50.0,79,575100.00,912.8571428571428571,81.44329896907216494800
136855,Анапа,Белгород,2017-01-11T09:25:00Z,Sukhoi Superjet-100,50.0,87,702300.00,1114.7619047619047619,89.69072164948453608200
136861,Анапа,Белгород,2017-02-12T09:25:00Z,Sukhoi Superjet-100,50.0,87,689100.00,1093.8095238095238095,89.69072164948453608200
136887,Анапа,Белгород,2017-01-20T09:25:00Z,Sukhoi Superjet-100,50.0,78,595200.00,944.7619047619047619,80.41237113402061855700
136888,Анапа,Белгород,2017-02-14T09:25:00Z,Sukhoi Superjet-100,50.0,79,626100.00,993.8095238095238095,81.44329896907216494800
136922,Анапа,Белгород,2017-02-11T09:25:00Z,Sukhoi Superjet-100,50.0,76,607800.00,964.7619047619047619,78.35051546391752577300
136936,Анапа,Белгород,2017-01-02T09:25:00Z,Sukhoi Superjet-100,50.0,82,632400.00,1003.8095238095238095,84.53608247422680412400
136937,Анапа,Белгород,2017-01-03T09:25:00Z,Sukhoi Superjet-100,50.0,81,626100.00,993.8095238095238095,83.50515463917525773200
136120,Анапа,Москва,2017-02-24T10:05:00Z,Boeing 737-300,100.0,109,1605400.00,1315.9016393442622951,83.84615384615384615400
136122,Анапа,Москва,2017-01-08T10:05:00Z,Boeing 737-300,100.0,97,1431000.00,1172.9508196721311475,74.61538461538461538500
136130,Анапа,Москва,2017-02-13T10:05:00Z,Boeing 737-300,100.0,107,1556600.00,1275.9016393442622951,82.30769230769230769200
136146,Анапа,Москва,2017-02-09T10:05:00Z,Boeing 737-300,100.0,109,1604200.00,1314.9180327868852459,83.84615384615384615400
136165,Анапа,Москва,2017-02-22T10:05:00Z,Boeing 737-300,100.0,110,1567600.00,1284.9180327868852459,84.61538461538461538500
136172,Анапа,Москва,2017-01-15T10:05:00Z,Boeing 737-300,100.0,110,1617600.00,1325.9016393442622951,84.61538461538461538500
136178,Анапа,Москва,2017-01-29T10:05:00Z,Boeing 737-300,100.0,99,1434600.00,1175.9016393442622951,76.15384615384615384600
136185,Анапа,Москва,2017-01-14T10:05:00Z,Boeing 737-300,100.0,104,1520000.00,1245.9016393442622951,80.00000000000000000000
136202,Анапа,Москва,2017-01-05T10:05:00Z,Boeing 737-300,100.0,100,1495600.00,1225.9016393442622951,76.92307692307692307700
136204,Анапа,Москва,2017-02-23T10:05:00Z,Boeing 737-300,100.0,107,1457800.00,1194.9180327868852459,82.30769230769230769200
136209,Анапа,Москва,2017-01-06T10:05:00Z,Boeing 737-300,100.0,112,1615200.00,1323.9344262295081967,86.15384615384615384600
136250,Анапа,Москва,2017-02-08T10:05:00Z,Boeing 737-300,100.0,99,1407800.00,1153.9344262295081967,76.15384615384615384600
136266,Анапа,Москва,2017-02-27T10:05:00Z,Boeing 737-300,100.0,108,1566400.00,1283.9344262295081967,83.07692307692307692300
136269,Анапа,Москва,2017-02-11T10:05:00Z,Boeing 737-300,100.0,109,1605400.00,1315.9016393442622951,83.84615384615384615400
136270,Анапа,Москва,2017-02-12T10:05:00Z,Boeing 737-300,100.0,111,1628600.00,1334.9180327868852459,85.38461538461538461500
136282,Анапа,Москва,2017-01-16T10:05:00Z,Boeing 737-300,100.0,106,1518800.00,1244.9180327868852459,81.53846153846153846200
136320,Анапа,Москва,2017-02-19T10:05:00Z,Boeing 737-300,100.0,106,1544400.00,1265.9016393442622951,81.53846153846153846200
136322,Анапа,Москва,2017-02-06T10:05:00Z,Boeing 737-300,100.0,108,1567600.00,1284.9180327868852459,83.07692307692307692300
136345,Анапа,Москва,2017-01-24T10:05:00Z,Boeing 737-300,100.0,108,1517600.00,1243.9344262295081967,83.07692307692307692300
136351,Анапа,Москва,2017-02-26T10:05:00Z,Boeing 737-300,100.0,105,1555400.00,1274.9180327868852459,80.76923076923076923100
136360,Анапа,Москва,2017-02-05T10:05:00Z,Boeing 737-300,100.0,97,1455400.00,1192.9508196721311475,74.61538461538461538500
136366,Анапа,Москва,2017-01-11T10:05:00Z,Boeing 737-300,100.0,103,1527400.00,1251.9672131147540984,79.23076923076923076900
136383,Анапа,Москва,2017-01-25T10:05:00Z,Boeing 737-300,100.0,106,1493200.00,1223.9344262295081967,81.53846153846153846200
136411,Анапа,Москва,2017-02-04T10:05:00Z,Boeing 737-300,100.0,110,1590800.00,1303.9344262295081967,84.61538461538461538500
136420,Анапа,Москва,2017-01-01T10:05:00Z,Boeing 737-300,100.0,104,1542000.00,1263.9344262295081967,80.00000000000000000000
136452,Анапа,Москва,2017-02-17T10:05:00Z,Boeing 737-300,100.0,109,1603000.00,1313.9344262295081967,83.84615384615384615400
136458,Анапа,Москва,2017-01-02T10:05:00Z,Boeing 737-300,100.0,110,1568800.00,1285.9016393442622951,84.61538461538461538500
136464,Анапа,Москва,2017-01-09T10:05:00Z,Boeing 737-300,100.0,100,1398000.00,1145.9016393442622951,76.92307692307692307700
136485,Анапа,Москва,2017-01-27T10:05:00Z,Boeing 737-300,100.0,106,1520000.00,1245.9016393442622951,81.53846153846153846200
136486,Анапа,Москва,2017-02-02T10:05:00Z,Boeing 737-300,100.0,107,1505400.00,1233.9344262295081967,82.30769230769230769200
